rownum,bioassay_id,material_id,cell_type_id,nanoparticle,type_organic_inorganic,coat,diameter,dose,zeta_potential,cell_type,cell_line_or_primary,human_or_animal,animal_species,cell_morphology,cell_age_embryonic_or_adult,cell_organ_or_tissue,exposure_time,test_assay,test_indicator,biochemical_metric,cell_viability,inference_checked_y_n,colloidal_stability_checked_y_n,positive_control_y_n,publication_year,particle_id,reference_doi
2350,167,175,112,Dendrimer,O,,49.2,0.001210410956,-5.38,SW480,L,H,Human,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,101.62963,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2351,167,175,112,Dendrimer,O,,49.2,0.002420821912,-5.38,SW480,L,H,Human,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,96.0,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2352,167,175,112,Dendrimer,O,,49.2,0.002420821912,-5.38,SW480,L,H,Human,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,100.74074,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2353,167,175,112,Dendrimer,O,,49.2,0.002420821912,-5.38,SW480,L,H,Human,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,97.48148,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2354,167,175,112,Dendrimer,O,,49.2,0.002420821912,-5.38,SW480,L,H,Human,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,97.18519,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2355,167,175,112,Dendrimer,O,,49.2,0.004841643824,-5.38,SW480,L,H,Human,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,97.18519,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2356,167,175,112,Dendrimer,O,,49.2,0.004841643824,-5.38,SW480,L,H,Human,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,94.51852,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2357,167,175,112,Dendrimer,O,,49.2,0.004841643824,-5.38,SW480,L,H,Human,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,98.07407,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2358,167,175,112,Dendrimer,O,,49.2,0.004841643824,-5.38,SW480,L,H,Human,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,93.333336,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2359,167,175,112,Dendrimer,O,,49.2,0.009683287648,-5.38,SW480,L,H,Human,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,97.18519,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2360,167,175,112,Dendrimer,O,,49.2,0.009683287648,-5.38,SW480,L,H,Human,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,98.37037,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2361,167,175,112,Dendrimer,O,,49.2,0.009683287648,-5.38,SW480,L,H,Human,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,98.07407,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2362,167,175,112,Dendrimer,O,,49.2,0.009683287648,-5.38,SW480,L,H,Human,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,94.81481,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2363,167,175,112,Dendrimer,O,,49.2,0.01452493147,-5.38,SW480,L,H,Human,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,95.40741,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2364,167,175,112,Dendrimer,O,,49.2,0.01452493147,-5.38,SW480,L,H,Human,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,98.07407,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2365,167,175,112,Dendrimer,O,,49.2,0.01452493147,-5.38,SW480,L,H,Human,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,95.40741,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2366,167,175,112,Dendrimer,O,,49.2,0.01452493147,-5.38,SW480,L,H,Human,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,93.62963,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2367,167,175,112,Dendrimer,O,,49.2,0.0193665753,-5.38,SW480,L,H,Human,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,100.44444,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2368,167,175,112,Dendrimer,O,,49.2,0.0193665753,-5.38,SW480,L,H,Human,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,104.296295,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2369,167,175,112,Dendrimer,O,,49.2,0.0193665753,-5.38,SW480,L,H,Human,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,98.666664,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2370,167,175,112,Dendrimer,O,,49.2,0.0193665753,-5.38,SW480,L,H,Human,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,104.59259,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2371,167,175,112,Dendrimer,O,,49.2,0.02420821912,-5.38,SW480,L,H,Human,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,96.59259,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2372,167,175,112,Dendrimer,O,,49.2,0.02420821912,-5.38,SW480,L,H,Human,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,99.85185,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2373,167,175,112,Dendrimer,O,,49.2,0.02420821912,-5.38,SW480,L,H,Human,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,96.296295,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2374,167,175,112,Dendrimer,O,,49.2,0.02420821912,-5.38,SW480,L,H,Human,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,93.62963,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011
2375,168,176,113,Dendrimer,O,,6.2,0.075,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,94.02772,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2376,168,176,113,Dendrimer,O,,6.2,0.15,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,85.57277,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2377,168,176,113,Dendrimer,O,,6.2,0.3,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,84.39145,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2378,168,176,113,Dendrimer,O,,6.2,0.6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,74.11877,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2379,168,176,113,Dendrimer,O,,6.2,1.2,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,59.90669,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2380,168,176,113,Dendrimer,O,,6.2,2.4,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,38.725822,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2381,168,176,113,Dendrimer,O,,6.2,3.6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,29.34955,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2382,168,176,113,Dendrimer,O,,6.2,4.8,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,25.119354,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2383,168,176,113,Dendrimer,O,,6.2,6.0,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,22.705078,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2384,169,176,113,Dendrimer,O,,6.2,0.075,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,98.57363,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2385,169,176,113,Dendrimer,O,,6.2,0.15,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,90.72474,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2386,169,176,113,Dendrimer,O,,6.2,0.3,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,82.8763,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2387,169,176,113,Dendrimer,O,,6.2,0.6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,73.20968,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2388,169,176,113,Dendrimer,O,,6.2,1.2,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,58.99805,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2389,169,176,113,Dendrimer,O,,6.2,2.4,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,32.361732,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2390,169,176,113,Dendrimer,O,,6.2,3.6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,23.288942,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2391,169,176,113,Dendrimer,O,,6.2,4.8,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,19.66481,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2392,169,176,113,Dendrimer,O,,6.2,6.0,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,16.947502,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2393,170,177,113,Dendrimer,O,,6.2,0.025,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,94.43609,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2394,170,177,113,Dendrimer,O,,6.2,0.05,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,92.93233,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2395,170,177,113,Dendrimer,O,,6.2,0.1,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,90.22556,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2396,170,177,113,Dendrimer,O,,6.2,0.2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,79.69925,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2397,170,177,113,Dendrimer,O,,6.2,0.4,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,60.75188,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2398,170,177,113,Dendrimer,O,,6.2,0.8,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,24.661654,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2399,170,177,113,Dendrimer,O,,6.2,1.2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,18.947369,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2400,170,177,113,Dendrimer,O,,6.2,1.6,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,17.74436,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2401,170,177,113,Dendrimer,O,,6.2,2.0,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,17.44361,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2402,169,177,113,Dendrimer,O,,6.2,0.025,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,108.57143,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2403,169,177,113,Dendrimer,O,,6.2,0.05,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,99.24812,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2404,169,177,113,Dendrimer,O,,6.2,0.1,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,95.0376,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2405,169,177,113,Dendrimer,O,,6.2,0.2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,76.69173,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2406,169,177,113,Dendrimer,O,,6.2,0.4,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,58.345863,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2407,169,177,113,Dendrimer,O,,6.2,0.8,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,26.466166,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2408,169,177,113,Dendrimer,O,,6.2,1.2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,18.947369,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2409,169,177,113,Dendrimer,O,,6.2,1.6,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,16.541353,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2410,169,177,113,Dendrimer,O,,6.2,2.0,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,16.842106,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2411,170,178,113,Dendrimer,O,,6.2,0.0125,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,98.70422,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2412,170,178,113,Dendrimer,O,,6.2,0.025,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,96.0,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2413,170,178,113,Dendrimer,O,,6.2,0.05,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,92.61972,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2414,170,178,113,Dendrimer,O,,6.2,0.1,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,89.57746,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2415,170,178,113,Dendrimer,O,,6.2,0.2,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,66.59155,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2416,170,178,113,Dendrimer,O,,6.2,0.4,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,38.19718,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2417,170,178,113,Dendrimer,O,,6.2,0.6,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,21.97183,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2418,170,178,113,Dendrimer,O,,6.2,0.8,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,17.915493,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2419,170,178,113,Dendrimer,O,,6.2,1.0,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,16.90141,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2420,169,178,113,Dendrimer,O,,6.2,0.0125,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,101.07042,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2421,169,178,113,Dendrimer,O,,6.2,0.025,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,98.02817,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2422,169,178,113,Dendrimer,O,,6.2,0.05,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,91.943665,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2423,169,178,113,Dendrimer,O,,6.2,0.1,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,73.014084,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2424,169,178,113,Dendrimer,O,,6.2,0.2,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,51.71831,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2425,169,178,113,Dendrimer,O,,6.2,0.4,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,29.070423,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2426,169,178,113,Dendrimer,O,,6.2,0.6,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,21.633802,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2427,169,178,113,Dendrimer,O,,6.2,0.8,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,17.915493,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2428,169,178,113,Dendrimer,O,,6.2,1.0,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,16.225351,N,N,N,2010,96,10.1016/j.taap.2010.04.014
2429,171,179,114,Dendrimer,O,NH2,2.4,0.1865142416,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,96.490974,N,N,N,2004,97,10.1021/ja048548j
2430,171,179,114,Dendrimer,O,NH2,2.4,1.865142416,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,78.48348,N,N,N,2004,97,10.1021/ja048548j
2431,171,179,114,Dendrimer,O,NH2,2.4,1.865142416,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,41.35286,N,N,N,2004,97,10.1021/ja048548j
2432,171,179,114,Dendrimer,O,NH2,2.4,1.865142416,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,18.633606,N,N,N,2004,97,10.1021/ja048548j
2433,171,179,114,Dendrimer,O,NH2,2.4,1.865142416,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,12.819753,N,N,N,2004,97,10.1021/ja048548j
2434,171,180,114,Dendrimer,O,PEG,4.6,0.02648940654,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,99.73772,N,N,N,2004,97,10.1021/ja048548j
2435,171,180,114,Dendrimer,O,PEG,4.6,0.2648940654,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,94.755486,N,N,N,2004,97,10.1021/ja048548j
2436,171,180,114,Dendrimer,O,PEG,4.6,2.648940654,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,87.832664,N,N,N,2004,97,10.1021/ja048548j
2437,171,180,114,Dendrimer,O,PEG,4.6,2.648940654,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,72.59634,N,N,N,2004,97,10.1021/ja048548j
2438,171,180,114,Dendrimer,O,PEG,4.6,2.648940654,,Clone-9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,62.902348,N,N,N,2004,97,10.1021/ja048548j
2439,172,181,115,Dendrimer,O,,1.6,15.0,,HaCaT ,L,H,Human,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,95.841576,N,N,N,2012,98,10.2147/IJN.S32785
2440,172,181,115,Dendrimer,O,,1.6,50.0,,HaCaT ,L,H,Human,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,97.02951,N,N,N,2012,98,10.2147/IJN.S32785
2441,172,181,115,Dendrimer,O,,1.6,150.0,,HaCaT ,L,H,Human,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,118.05281,N,N,N,2012,98,10.2147/IJN.S32785
2442,173,181,116,Dendrimer,O,,1.6,50.0,,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,98.368866,N,N,N,2012,98,10.2147/IJN.S32785
2443,173,181,116,Dendrimer,O,,1.6,150.0,,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,105.897705,N,N,N,2012,98,10.2147/IJN.S32785
2444,174,181,117,Dendrimer,O,,1.6,15.0,,SK-Mel-28,L,H,Human,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,100.41322,N,N,N,2012,98,10.2147/IJN.S32785
2445,174,181,117,Dendrimer,O,,1.6,50.0,,SK-Mel-28,L,H,Human,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,107.85124,N,N,N,2012,98,10.2147/IJN.S32785
2446,174,181,117,Dendrimer,O,,1.6,150.0,,SK-Mel-28,L,H,Human,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,111.15703,N,N,N,2012,98,10.2147/IJN.S32785
2447,172,182,115,Dendrimer,O,,11.5,15.0,,HaCaT ,L,H,Human,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,91.554794,N,N,N,2012,98,10.2147/IJN.S32785
2448,172,182,115,Dendrimer,O,,11.5,50.0,,HaCaT ,L,H,Human,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,103.074615,N,N,N,2012,98,10.2147/IJN.S32785
2449,173,182,116,Dendrimer,O,,11.5,15.0,,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,110.10704,N,N,N,2012,98,10.2147/IJN.S32785
2450,173,182,116,Dendrimer,O,,11.5,50.0,,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,108.09163,N,N,N,2012,98,10.2147/IJN.S32785
2451,174,182,117,Dendrimer,O,,11.5,15.0,,SK-Mel-28,L,H,Human,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,101.65289,N,N,N,2012,98,10.2147/IJN.S32785
2452,174,182,117,Dendrimer,O,,11.5,50.0,,SK-Mel-28,L,H,Human,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,95.454544,N,N,N,2012,98,10.2147/IJN.S32785
2453,172,183,115,Dendrimer,O,,10.5,5.0,,HaCaT ,L,H,Human,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,81.533966,N,N,N,2012,98,10.2147/IJN.S32785
2454,172,183,115,Dendrimer,O,,10.5,15.0,,HaCaT ,L,H,Human,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,117.02008,N,N,N,2012,98,10.2147/IJN.S32785
2455,172,183,115,Dendrimer,O,,10.5,50.0,,HaCaT ,L,H,Human,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,126.88439,N,N,N,2012,98,10.2147/IJN.S32785
2456,173,183,116,Dendrimer,O,,10.5,5.0,,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,92.38327,N,N,N,2012,98,10.2147/IJN.S32785
2457,173,183,116,Dendrimer,O,,10.5,15.0,,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,94.92944,N,N,N,2012,98,10.2147/IJN.S32785
2458,173,183,116,Dendrimer,O,,10.5,50.0,,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,88.765335,N,N,N,2012,98,10.2147/IJN.S32785
2459,174,183,117,Dendrimer,O,,10.5,5.0,,SK-Mel-28,L,H,Human,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,62.396694,N,N,N,2012,98,10.2147/IJN.S32785
2460,174,183,117,Dendrimer,O,,10.5,15.0,,SK-Mel-28,L,H,Human,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,34.29752,N,N,N,2012,98,10.2147/IJN.S32785
2461,174,183,117,Dendrimer,O,,10.5,50.0,,SK-Mel-28,L,H,Human,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,21.900826,N,N,N,2012,98,10.2147/IJN.S32785
2462,175,184,118,PLGA,O,,148.2,0.0006745363858,-8.6,COS-1,L,A,Monkey (Cercopithecus aethiops),Fibroblast,A,Kidney,48,MTT,tetrazolium salt,cell metabolic activity,70.46809,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049
2463,176,184,119,PLGA,O,,148.2,0.0006745363858,-8.6,A549,L,H,Human,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,79.65958,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049
2464,177,184,120,PLGA,O,,148.2,0.0006745363858,-8.6,Calu-3,L,H,Human,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,92.93617,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049
2465,178,184,119,PLGA,O,,148.2,0.0006745363858,-8.6,A549,L,H,Human,Epithelial,A,Lung,48,Vialight,luciferase,ATP content,105.31645,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049
2466,179,185,121,PLGA,O,,120.0,0.000427323614,-11.0,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,99.27273,N,N,N,2015,100,10.1002/jbm.a.35498
2467,179,185,121,PLGA,O,,120.0,0.0008560168549,-11.0,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,97.818184,N,N,N,2015,100,10.1002/jbm.a.35498
